rank,net_worth,full_name,age,gender,country_of_citizenship,city_of_residence,business_category,self_made,wealth_status
352,6,Gordon Moore,94,Male,United States,Woodside,Technology,True,Decreased
352,6,John Overdeck,53,Male,United States,Millburn,Finance & Investments,True,Increased
352,6,David Siegel,61,Male,United States,Scarsdale,Finance & Investments,True,Increased
352,6,Viktor Vekselberg,65,Male,Russia,Moscow,Diversified,True,Increased
352,6,Wang Laisheng,58,Male,China,Shenzhen,Technology,True,Decreased
352,6,Randa Duncan Williams,61,Female,United States,Houston,Energy,False,Increased
365,6,Ken Fisher,72,Male,United States,Dallas,Finance & Investments,True,Increased
365,6,Christopher Hohn,56,Male,United Kingdom,London,Finance & Investments,True,Decreased
365,6,Kjeld Kirk Kristiansen,75,Male,Denmark,Billund,Manufacturing,False,Decreased
365,6,Sofie Kirk Kristiansen,47,Female,Denmark,Billund,Manufacturing,False,Decreased
365,6,Thomas Kirk Kristiansen,44,Male,Denmark,Billund,Manufacturing,False,Decreased
365,6,Massimiliana Landini Aleotti & family,80,Female,Italy,Fiesole,Healthcare,False,Increased
365,6,Li Ping,55,Male,Hong Kong,Ningde,Automotive,True,Decreased
365,6,Magdalena Martullo-Blocher,54,Female,Switzerland,Feldmeilen,Manufacturing,False,Decreased
365,6,Xavier Niel,55,Male,France,Paris,Telecom,True,Decreased
365,6,Terrence Pegula,72,Male,United States,Boca Raton,Energy,True,Increased
365,6,"Edward Roski, Jr.",84,Male,United States,Los Angeles,Real Estate,False,Increased
365,6,John A. Sobrato & family,83,Male,United States,Atherton,Real Estate,True,Increased
365,6,George Soros,92,Male,United States,Katonah,Finance & Investments,True,Decreased
365,6,David Sun,71,Male,United States,Irvine,Technology,True,Increased
365,6,Agnete Kirk Thinggaard,39,Female,Denmark,Billund,Manufacturing,False,Decreased
365,6,John Tu,81,Male,United States,Rolling Hills,Technology,True,Increased
365,6,Xu Shihui,65,Male,China,Quanzhou,Food & Beverage,True,Decreased
383,6,Rahel Blocher,47,Female,Switzerland,Wilen bei Wollerau,Manufacturing,False,Decreased
383,6,Bubba Cathy,68,Male,United States,Atlanta,Food & Beverage,False,Increased
383,6,Dan Cathy,70,Male,United States,Atlanta,Food & Beverage,False,Increased
383,6,Trudy Cathy White,67,Female,United States,Hampton,Food & Beverage,False,Increased
383,6,Bruce Kovner,78,Male,United States,New York,Finance & Investments,True,Increased
383,6,"Henry Nicholas, III.",63,Male,United States,Newport Coast,Technology,True,Increased
383,6,Nadia Thiele,47,Female,Germany,Munich,Finance & Investments,False,Increased
390,6,David Bonderman,80,Male,United States,Fort Worth,Finance & Investments,True,Increased
390,6,Melinda French Gates,58,Female,United States,Medina,Technology,False,Increased
390,6,Nathan Kirsh,91,Male,Eswatini (Swaziland),Ezulwini,Fashion & Retail,True,Increased
390,6,David Reuben,84,Male,United Kingdom,London,Real Estate,True,Decreased
390,6,Simon Reuben,81,Male,United Kingdom,Monaco,Diversified,True,Decreased
390,6,Radovan Vitek,51,Male,Czech Republic,Crans Montana,Real Estate,True,Increased
397,6,Carl Bennet,71,Male,Sweden,Gothenberg,Finance & Investments,True,Decreased
397,6,Stephen Bisciotti,62,Male,United States,Hobe Sound,Sports,True,Increased
397,6,Stanley Druckenmiller,69,Male,United States,New York,Finance & Investments,True,Decreased
397,6,Jian Jun,59,Female,China,Beijing,Healthcare,True,Increased
397,6,Alexei Kuzmichev,60,Male,Russia,Paris,Energy,True,Increased
397,6,Dmitry Rybolovlev & family,56,Male,Russia,Monaco,Manufacturing,True,Decreased
397,6,Luis Carlos Sarmiento,90,Male,Colombia,Bogota,Finance & Investments,True,Decreased
397,6,Dennis Washington,88,Male,United States,Missoula,Logistics,True,Decreased
405,6,Anthony Bamford & family,77,Male,United Kingdom,Gloucestershire,Construction & Engineering,False,Increased
405,6,Gao Jifan & family,58,Male,China,Changzhou,Energy,True,Decreased
405,6,John Grayken,66,Male,Ireland,London,Finance & Investments,True,Decreased
405,6,Alain Merieux & family,85,Male,France,Lyon,Healthcare,False,Decreased
405,6,Wang Yusuo & family,59,Male,China,Langfang,Energy,True,Increased
405,6,Stef Wertheimer & family,96,Male,Israel,Tel Aviv,Manufacturing,True,Increased
411,6,Maria Asuncion Aramburuzabala & family,59,Female,Mexico,Mexico City,Food & Beverage,False,Remained Even
411,6,Gustaf Douglas,85,Male,Sweden,Stockholm,Diversified,True,Decreased
411,6,Frits Goldschmeding,89,Male,Netherlands,Amsterdam,Service,True,Increased
411,6,Lin Muqin & family,59,Male,China,Shenzhen,Food & Beverage,True,Increased
411,6,Ruan Liping,59,Male,Hong Kong,Ningbo,Manufacturing,True,Increased
411,6,Ruan Xueping,51,Male,Hong Kong,Ningbo,Manufacturing,True,Increased
411,6,Michal Solowow,60,Male,Poland,Kielce,Finance & Investments,True,Remained Even
418,6,Mike Adenuga,69,Male,Nigeria,Lagos,Diversified,True,Decreased
418,6,Tom Gores,58,Male,United States,Beverly Hills,Finance & Investments,True,Increased
418,6,Michael Herz,79,Male,Germany,Hamburg,Fashion & Retail,False,Increased
418,6,Wolfgang Herz,72,Male,Germany,Hamburg,Fashion & Retail,False,Increased
418,6,Michael Kadoorie,81,Male,Hong Kong,Hong Kong,Energy,False,Decreased
418,6,Zhou Qunfei,53,Female,Hong Kong,Hong Kong,Technology,True,Decreased
425,6,Alexander Abramov,64,Male,Russia,Moscow,Metals & Mining,True,Increased
425,6,Neil Bluhm,85,Male,United States,Chicago,Real Estate,True,Increased
425,6,Alain Bouchard,74,Male,Canada,Montreal,Fashion & Retail,True,Increased
425,6,Jay Chaudhry,63,Male,United States,Reno,Technology,True,Decreased
425,6,Gopikishan Damani,65,Male,India,Mumbai,Fashion & Retail,True,Decreased
425,6,Sumet Jiaravanon,88,Male,Thailand,Bangkok,Diversified,False,Increased
425,6,Joe Lewis,86,Male,United Kingdom,Albany,Finance & Investments,True,Increased
425,6,Frank Lowy,92,Male,Australia,Tel Aviv,Finance & Investments,True,Decreased
425,6,Michael Milken,76,Male,United States,Los Angeles,Finance & Investments,True,Increased
425,6,David Steward,71,Male,United States,St. Louis,Technology,True,Increased
425,6,Les Wexner & family,85,Male,United States,New Albany,Fashion & Retail,True,Increased
437,5,Cai Kui,60,Male,China,Chengdu,Real Estate,True,Decreased
437,5,Jaran Chiaravanont,93,Male,Thailand,Bangkok,Diversified,False,Increased
437,5,Andreas Halvorsen,61,Male,Norway,Darien,Finance & Investments,True,Decreased
437,5,Antony Ressler,62,Male,United States,Los Angeles,Finance & Investments,True,Increased
437,5,Tsai Eng-meng,66,Male,Taiwan,Shanghai,Food & Beverage,False,Decreased
442,5,Josh Harris,58,Male,United States,Miami,Finance & Investments,True,Remained Even
442,5,Niels Peter Louis-Hansen,75,Male,Denmark,Humlebaek,Healthcare,False,Decreased
442,5,Patrick Soon-Shiong,70,Male,United States,Los Angeles,Healthcare,True,Decreased
445,5,Rinat Akhmetov,56,Male,Ukraine,Donetsk,Metals & Mining,True,Increased
445,5,John Brown,88,Male,United States,Atlanta,Healthcare,True,Increased
445,5,Clive Calder,76,Male,United Kingdom,Grand Cayman,Media & Entertainment,True,Remained Even
445,5,Arthur Irving,93,Male,Canada,Saint John,Energy,False,Increased
445,5,Fredrik Lundberg,71,Male,Sweden,Stockholm,Real Estate,False,Decreased
445,5,Thomas Schmidheiny,77,Male,Switzerland,Jona,Construction & Engineering,False,Increased
445,5,Helmut Sohmen,83,Male,Austria,Hong Kong,Logistics,False,Increased
445,5,Daniel Ziff,51,Male,United States,New York,Finance & Investments,False,Increased
445,5,Dirk Ziff,59,Male,United States,North Palm Beach,Finance & Investments,False,Increased
445,5,Robert Ziff,56,Male,United States,New York,Finance & Investments,False,Increased
455,5,Ray Lee Hunt,79,Male,United States,Dallas,Energy,False,Decreased
455,5,Lai Meisong,52,Male,China,Shanghai,Logistics,True,Increased
455,5,Vikram Lal & family,81,Male,India,Delhi,Automotive,False,Increased
455,5,Ken Langone,87,Male,United States,Sands Point,Finance & Investments,True,Decreased
455,5,Karen Pritzker,65,Female,United States,Branford,Finance & Investments,False,Decreased
455,5,Robert Rowling,69,Male,United States,Dallas,Service,False,Increased
455,5,Teddy Sagi,51,Male,Israel,Tel Aviv,Gambling & Casinos,True,Remained Even
455,5,Seo Jung-jin,65,Male,South Korea,Seoul,Healthcare,True,Decreased
455,5,Wu Jianshu,59,Male,Hong Kong,Ningbo,Automotive,True,Decreased
466,5,Micky Arison,73,Male,United States,Bal Harbour,Service,False,Decreased
466,5,James Chambers,65,Male,United States,Palisades,Media & Entertainment,False,Increased
466,5,Pierre Chen,66,Male,Taiwan,Taipei,Technology,True,Increased
466,5,John Collison,32,Male,Ireland,San Francisco,Technology,True,Decreased
466,5,Patrick Collison,34,Male,Ireland,San Francisco,Technology,True,Decreased
466,5,Archie Aldis Emmerson & family,93,Male,United States,Redding,Manufacturing,True,Increased
466,5,Piero Ferrari,77,Male,Italy,Modena,Automotive,False,Increased
466,5,Dan Friedkin,58,Male,United States,Houston,Automotive,False,Increased
466,5,James Irving,95,Male,Canada,Saint John,Diversified,False,Increased
466,5,Jiang Weiping & family,68,Male,China,Chengdu,Manufacturing,True,Decreased
466,5,Wolfgang Marguerre & family,81,Male,Germany,Heidelberg,Healthcare,True,Increased
466,5,Ludwig Merckle,58,Male,Germany,Ulm,Finance & Investments,False,Decreased
466,5,Mitchell Rales,66,Male,United States,Potomac,Manufacturing,True,Decreased
466,5,Katharine Rayner,78,Female,United States,East Hampton,Media & Entertainment,False,Increased
466,5,Jean Salata,57,Male,Chile,Hong Kong,Finance & Investments,True,Increased
466,5,Paul Singer,78,Male,United States,New York,Finance & Investments,True,Increased
466,5,Sergio Stevanato & family,80,Male,Italy,Venice,Healthcare,True,Increased
466,5,Margaretta Taylor,80,Female,United States,Southampton,Media & Entertainment,False,Increased
466,5,Richard White,68,Male,Australia,Sydney,Technology,True,Increased
466,5,Zhao Yan,56,Female,China,Beijing,Diversified,True,Decreased
486,5,Patrizio Bertelli,77,Male,Italy,Milan,Fashion & Retail,True,Increased
486,5,Mahendra Choksi & family,81,Male,India,Mumbai,Manufacturing,False,Decreased
486,5,Mat Ishbia,43,Male,United States,Bloomfield Hills,Finance & Investments,False,Increased
486,5,Leo Koguan,68,Male,United States,Singapore,Technology,True,Decreased
486,5,Miao Hangen,58,Male,China,Suzhou,Diversified,True,Decreased
486,5,Michael Pieper,77,Male,Switzerland,Lucerne,Manufacturing,True,Increased
486,5,Miuccia Prada,73,Female,Italy,Milan,Fashion & Retail,False,Increased
486,5,Wolfgang Reimann,70,Male,Germany,Passau,Fashion & Retail,False,Decreased
486,5,Matthias Reimann-Andersen,58,Male,Germany,Munich,Fashion & Retail,False,Decreased
486,5,Stefan Reimann-Andersen,59,Male,Germany,Vienna,Fashion & Retail,False,Decreased
486,5,Renate Reimann-Haas,71,Female,Germany,Vienna,Fashion & Retail,False,Decreased
497,5,Todd Boehly,49,Male,United States,Darien,Finance & Investments,True,Increased
497,5,Rick Caruso,64,Male,United States,Los Angeles,Real Estate,True,Increased
497,5,Ibrahim Erdemoglu,60,Male,Turkey,Istanbul,Manufacturing,True,Increased
497,5,Elizabeth Johnson,59,Female,United States,Boston,Finance & Investments,False,Increased
497,5,Douglas Leone,65,Male,United States,Atherton,Finance & Investments,True,Decreased
497,5,Prajogo Pangestu,78,Male,Indonesia,Jakarta,Diversified,False,Decreased
497,5,Thomas Pritzker,72,Male,United States,Chicago,Finance & Investments,False,Increased
497,5,Gary Rollins,78,Male,United States,Atlanta,Service,False,Remained Even
497,5,Mark Walter,62,Male,United States,Chicago,Finance & Investments,True,Increased
497,5,Ronald Wanek,81,Male,United States,Saint Petersburg,Manufacturing,True,Decreased
497,5,Erich Wesjohann & family,77,Male,Germany,Visbek,Food & Beverage,True,Decreased
497,5,M.A. Yusuff Ali,67,Male,India,Abu Dhabi,Fashion & Retail,True,Decreased
511,5,Alexandre Behring,56,Male,Brazil,Greenwich,Finance & Investments,True,Increased
511,5,Cheng Xue,53,Female,China,Foshan,Food & Beverage,True,Decreased
511,5,Gao Dekang & family,71,Male,China,Changshu,Fashion & Retail,True,Increased
511,5,Micky Jagtiani,71,Male,India,Dubai,Fashion & Retail,False,Increased
511,5,Ananda Krishnan,85,Male,Malaysia,Kuala Lumpur,Telecom,True,Decreased
511,5,Barry Lam,73,Male,Taiwan,Taipei,Technology,True,Decreased
511,5,"Robert Rich, Jr.",82,Male,United States,Islamorada,Food & Beverage,False,Increased
511,5,Mark Scheinberg,49,Male,Canada,Isle of Man,Gambling & Casinos,True,Decreased
511,5,Charles Simonyi,74,Male,United States,Medina,Technology,True,Decreased
511,5,Ty Warner,78,Male,United States,Oak Brook,Real Estate,True,Increased
511,5,Sam Zell,81,Male,United States,Chicago,Real Estate,True,Decreased
523,5,Wei Fang,49,Male,China,Beijing,Manufacturing,True,Increased
523,5,Charles B. Johnson,90,Male,United States,Palm Beach,Finance & Investments,False,Remained Even
523,5,Kwon Hyuk-bin,49,Male,South Korea,Seoul,Media & Entertainment,True,Decreased
523,5,Sami Mnaymneh,61,Male,United States,Miami Beach,Finance & Investments,True,Increased
523,5,Kjell Inge Rokke,64,Male,Norway,Vettre,Logistics,True,Decreased
523,5,Tony Tamer,65,Male,United States,New York,Finance & Investments,True,Increased
523,5,Tse Ping & family,71,Male,China,Hong Kong,Healthcare,True,Decreased
523,5,Romesh T. Wadhwani,75,Male,United States,Palo Alto,Technology,True,Increased
523,5,Hansjoerg Wyss,88,Male,Switzerland,Wilson,Healthcare,True,Increased
523,5,Denise York & family,72,Female,United States,Youngstown,Sports,False,Increased
534,5,Ron Baron,79,Male,United States,New York,Finance & Investments,True,Increased
534,5,Robert Bass,75,Male,United States,Fort Worth,Energy,False,Decreased
534,5,Dona Bertarelli,55,Female,Switzerland,Gstaad,Healthcare,False,Increased
534,5,Martin Haefner,69,Male,Switzerland,Zurich,Technology,False,Increased
534,5,"Robert Hale, Jr.",56,Male,United States,Boston,Telecom,True,Increased
534,5,Viktor Kharitonin,50,Male,Russia,Moscow,Healthcare,True,Increased
534,5,Kim Beom-su,57,Male,South Korea,Seoul,Technology,True,Decreased
534,5,Jane Lauder,50,Female,United States,New York,Fashion & Retail,False,Decreased
534,5,Michel Leclercq & family,83,Male,France,Lille,Fashion & Retail,False,Increased
534,5,George Lucas,78,Male,United States,San Anselmo,Media & Entertainment,True,Decreased
534,5,Janice McNair,86,Female,United States,Houston,Sports,False,Increased
534,5,Ugur Sahin,57,Male,Germany,Mainz,Healthcare,True,Decreased
534,5,Alexandra Schoerghuber & family,64,Female,Germany,Munich,Real Estate,False,Increased
534,5,Thomas Straumann,59,Male,Switzerland,Basel,Healthcare,False,Decreased
534,5,Murat Ulker,64,Male,Turkey,Istanbul,Food & Beverage,False,Increased
534,5,Chip Wilson,66,Male,Canada,Vancouver,Fashion & Retail,True,Decreased
552,4,Jim Davis & family,79,Male,United States,Newton,Manufacturing,True,Decreased
552,4,Murali Divi & family,72,Male,India,Hyderabad,Healthcare,True,Decreased
552,4,Dagmar Dolby & family,81,Female,United States,San Francisco,Technology,False,Increased
552,4,Tom Golisano,81,Male,United States,Naples,Service,True,Decreased
552,4,Jonathan Gray,53,Male,United States,New York,Finance & Investments,True,Decreased
552,4,Bidzina Ivanishvili,67,Male,Georgia,Tbilisi,Finance & Investments,True,Increased
552,4,Lim Hariyanto Wijaya Sarwono,94,Male,Indonesia,Jakarta,Metals & Mining,True,Increased
552,4,Rudolf Maag,77,Male,Switzerland,Binningen,Healthcare,True,Decreased
552,4,Emanuele (Lino) Saputo & family,86,Male,Canada,Montreal,Food & Beverage,False,Increased
552,4,Mark Shoen,72,Male,United States,Phoenix,Automotive,False,Increased
552,4,Dan Snyder,58,Male,United States,Potomac,Sports,True,Increased
552,4,Chairul Tanjung,60,Male,Indonesia,Jakarta,Diversified,True,Decreased
552,4,Kelcy Warren,67,Male,United States,Dallas,Energy,True,Increased
552,4,Zhang Tao,50,Male,China,Beijing,Fashion & Retail,True,Decreased
567,4,Michael Ashley,58,Male,United Kingdom,Hertfordshire,Fashion & Retail,True,Increased
567,4,Tomasz Biernacki,50,Male,Poland,"Krotoszyn,",Fashion & Retail,True,Increased
567,4,Bernard Broermann,79,Male,Germany,Koenigstein,Healthcare,True,Increased
567,4,Jimmy Haslam,69,Male,United States,Knoxville,Fashion & Retail,False,Increased
567,4,H. Fisk Johnson,64,Male,United States,Racine,Manufacturing,False,Increased
567,4,S. Curtis Johnson,67,Male,United States,Racine,Manufacturing,False,Increased
567,4,Helen Johnson-Leipold,66,Female,United States,Racine,Manufacturing,False,Increased
567,4,Vinod Khosla,68,Male,United States,Portola Valley,Technology,True,Decreased
567,4,Thai Lee,64,Female,United States,Austin,Technology,True,Increased
567,4,Winifred J. Marquart,63,Female,United States,Virginia Beach,Manufacturing,False,Increased
567,4,Pankaj Patel,70,Male,India,Ahmedabad,Healthcare,False,Increased
567,4,Horst Julius Pudwill,78,Male,Germany,Hong Kong,Manufacturing,True,Decreased
567,4,Yu Yong,62,Male,China,Shanghai,Finance & Investments,True,Increased
580,4,Maria Fernanda Amorim & family,88,Female,Portugal,Grijo,Diversified,False,Remained Even
580,4,Gayle Benson,76,Female,United States,New Orleans,Sports,False,Increased
580,4,Jason Chang,78,Male,Singapore,Taipei,Technology,True,Increased
580,4,Ali Erdemoglu,63,Male,Turkey,Istanbul,Manufacturing,True,Increased
580,4,Andre Esteves,54,Male,Brazil,Sao paulo,Finance & Investments,True,Decreased
580,4,Carlo Fidani,68,Male,Canada,Toronto,Real Estate,False,Increased
580,4,Hong Ra-hee,77,Female,South Korea,Seoul,Technology,False,Decreased
580,4,Li Gaiteng,50,Male,China,Shanghai,Manufacturing,True,Increased
580,4,Thomas Secunda,68,Male,United States,Croton-on-Hudson,Media & Entertainment,True,Increased
580,4,Zuowen Song,76,Male,China,Longkou,Diversified,True,Increased
580,4,Tim Sweeney,52,Male,United States,Cary,Media & Entertainment,True,Decreased
591,4,Bert Beveridge,61,Male,United States,Austin,Food & Beverage,True,Increased
591,4,Mark Cuban,64,Male,United States,Dallas,Media & Entertainment,True,Decreased
591,4,Charles Dolan & family,96,Male,United States,Oyster Bay,Media & Entertainment,True,Decreased
